bdb,strongs,LemmaGuess
BDB5919,H6197,עֵרָן
BDB5920,H6198,עֵרָנִי
BDB5921,H3265,יָעוֺר
BDB5922,H5783,עוּר
BDB5923,H4589,מָעוֺר
BDB5924,H5903,עֵירֹם
BDB5925,H6174,עָרוֺם
BDB5926,H4636,מַעֲרֹם
BDB5928,H5785,עוֺר
BDB5929,H5789,עוּשׁ
BDB5930,H3266,יְעוּשׁ
BDB5930,H3274,יְעוּשׁ
BDB5931,H5791,עָוַת
BDB5932,H5792,עַוָּתָה
BDB5933,H5790,עוּת
BDB5934,H5793,עוּתַי
BDB5935,H5799,עֲזָאזֵל
BDB5936,H5800,עָזַב
BDB5937,H5805,עֲזוּבָה
BDB5938,H5806,עֲזוּבָה
BDB5939,H5801,עִזָּבוֺן
BDB5940,H5800,עָזַב
BDB5941,H5804,עַזָּה
BDB5942,H5841,עַזָּתִי
BDB5943,H5810,עָזַז
BDB5944,H5794,עַז
BDB5945,H5797,עֹז
BDB5946,H5807,עֱזוּז
BDB5947,H5808,עִזּוּז
BDB5948,H5811,עָזָז
BDB5949,H5798,עֻזָּא
BDB5950,H5798,עֻזָּה
BDB5951,H5819,עֲזִיזָא
BDB5952,H5812,עֲזַזְיָ֫הוּ
BDB5953,H5816,עֻזִּיאֵל
BDB5953,H3268,עֻזִּיאֵל
BDB5954,H5817,עָזִּיאֵלִי
BDB5955,H5818,עֻזִּיָּהוּ
BDB5956,H5814,עֻזִּיָּא
BDB5957,H5813,עֻזִּי
BDB5958,H3268,(וְ)יַעֲזִיאֵל
BDB5959,H3269,יַעֲזִיָּ֫הוּ
BDB5960,H5802,עַזְבּוּק
BDB5961,H5803,עַזְגָּד
BDB5962,H5820,עַזְמָ֫וֶת
BDB5963,H1011,עַזְמָ֫וֶת
BDB5963,H5820,עַזְמָ֫וֶת
BDB5964,H5821,עַזָּן
BDB5965,H5822,עָזְנִיָּה
BDB5966,H5823,עָזַק
BDB5967,H5825,עֲזֵקָה
BDB5968,H5826,עָזַר
BDB5969,H5828,עֵ֫זֶר
BDB5970,H5829,עֵ֫זֶר
BDB5971,H5827,עֶ֫זֶר
BDB5972,H5830,עֶזְרָא
BDB5973,H5833,עֶזְרָה
BDB5974,H5834,עֶזְרָה
BDB5975,H5809,עַזּוּר
BDB5976,H5832,עֲזַרְאֵל
BDB5977,H5837,עַזְרִיאֵל
BDB5978,H5838,עֲזַרְיָ֫הוּ
BDB5979,H5836,עֶזְרִי
BDB5980,H5840,עַזְרִיקָם
BDB5981,H3270,יַּעְזֵר
BDB5983,H5835,עֲזָרָה
BDB5984,H5842,עֵט
BDB5985,H5844,עָטָה
BDB5986,H4594,מַעֲטֶה
BDB5987,H5844,עָטָה
BDB5988,H5847,עֲטַלֵּף
BDB5990,H5845,עֲטִין
BDB5991,H5848,עָטַף
BDB5992,H5848,עָטַף
BDB5993,H4595,מַעֲטָפָה
BDB5994,H5848,עָטַף
BDB5995,H5849,עָטַר
BDB5996,H5850,עֲטָרָה
BDB5997,H5851,עֲטָרָה
BDB5998,H5849,עָטַר
BDB5999,H5852,עֲטָרוֺת
BDB5999,H5855,עֲטָרוֺת
BDB5999,H5853,עֲטָרוֺת
BDB5999,H5854,עֲטָרוֺת
BDB6001,H5846,עֲטִישָׁה
BDB6002,H5857,עַי
BDB6003,H5859,עִיוֺן
BDB6004,H5762,עיות
BDB6005,H5860,עִיט
BDB6006,H5861,עַ֫יִט
BDB6007,H5860,עִיט
BDB6008,H5862,עֵיטָם
BDB6009,H5864,עִיִּים
BDB6010,H5866,עֵילַי
BDB6011,H5867,עֵילָם
BDB6012,H5867,עֵילָם
BDB6013,H5868,עֲיָם
BDB6014,H5869,עַ֫יִן
BDB6015,H5770,עִין
BDB6016,H5869,עַ֫יִן
BDB6016,H5871,עַ֫יִן
BDB6016,H5878,עַ֫יִן
BDB6016,H5875,עַ֫יִן
BDB6016,H5883,עַ֫יִן
BDB6016,H5886,עַ֫יִן
BDB6016,H8179,עַ֫יִן
BDB6017,H5871,עַ֫יִן
BDB6017,H5884,עַ֫יִן
BDB6018,H5872,עֵין גֶּ֫דִי
BDB6019,H5873,עֵין גַּנִּים
BDB6019,H6046,עֵין גַּנִּים
BDB6020,H5874,עֵיןדֹּֿר
BDB6020,H5878,עֵיןדֹּֿר
BDB6021,H5876,עֵין חַדָּה
BDB6022,H5877,עֵין חָצוֺר
BDB6023,H5880,עֵין מִשְׁפָּטּ
BDB6023,H6947,עֵין מִשְׁפָּטּ
BDB6024,H5882,עֵין עֶגְלַ֫יִם
BDB6025,H5884,עֵין רִמּוֺן
BDB6025,H5871,עֵין רִמּוֺן
BDB6025,H7416,עֵין רִמּוֺן
BDB6026,H5885,עֵין שֶׁ֫מֶשׁ
BDB6027,H5887,עֵין תַּפּוּחַ
BDB6027,H8598,עֵין תַּפּוּחַ
BDB6028,H5879,עֵינַ֫יִם
BDB6029,H5879,עֵינָם
BDB6030,H2704,עֵינָן
BDB6030,H5881,עֵינָן
BDB6030,H2703,עֵינָן
BDB6031,H6044,עָנִים
BDB6032,H4599,מַעְיָן
BDB6033,H5774,עִיף
BDB6033,H5888,עִיף
BDB6034,H5889,עָיֵף
BDB6035,H5892,עִיר
BDB6036,H5898,עִירהַֿמֶּ֫לַח
BDB6037,H5904,עִיר נָחָשׁ
BDB6038,H5905,עִיר שָׁ֑מֶשׁ
BDB6038,H1053,עִיר שָׁ֑מֶשׁ
BDB6039,H3405,עִיר הַתְּמָרִים
BDB6039,H5899,עִיר הַתְּמָרִים
BDB6040,H5893,עִיר
BDB6042,H5895,עַ֫יִר
BDB6043,H5896,עִירָא
BDB6044,H5897,עִירָד
BDB6045,H5900,עִירוּ
BDB6046,H5901,עִירִי
BDB6047,H5902,עִירָם
BDB6048,H5906,עַ֫יִשׁ
BDB6048,H6211,עַ֫יִשׁ
BDB6049,H5907,עַכְבּוֺר
BDB6050,H5909,עַכְבָּר
BDB6051,H5908,עַכָּבִישׁ
BDB6052,H5910,עַכּוֺ
BDB6054,H5912,עָכָן
BDB6054,H5917,עָכָן
BDB6055,H3275,יַעְכָּן
BDB6057,H5914,עֶ֫כֶס
BDB6058,H5913,עָכַס
BDB6059,H5915,עַכְסָה
BDB6060,H5916,עָכַר
BDB6061,H5911,עָכוֺר
BDB6062,H5918,עָכְרָן
BDB6063,H5919,עַכְשׁוּב
BDB6064,H5925,עֻלָּא
BDB6065,H0045,עַלְבּוֺן
BDB6067,H5926,עִלֵּג
BDB6068,H5927,עָלָה
BDB6069,H5929,עָלֶה
BDB6070,H5940,עֱלִי
BDB6071,H5941,עֵלִי
BDB6072,H5930,עֹלָה
BDB6073,H5930,עֹלָה
BDB6074,H5942,עִלּי
BDB6075,H5944,עֲלִיָּה
BDB6076,H5945,עֶלְיוֺן
BDB6077,H5945,עֶלְיוֺן
BDB6078,H4607,מֹ֫עַל
BDB6079,H4608,מַעֲלֶה
BDB6079,H4610,מַעֲלֶה
BDB6079,H0131,מַעֲלֶה
BDB6079,H1032,מַעֲלֶה
BDB6079,H1483,מַעֲלֶה
BDB6079,H2776,מַעֲלֶה
BDB6079,H3872,מַעֲלֶה
BDB6079,H6731,מַעֲלֶה
BDB6080,H4605,מַ֫עַל
BDB6081,H4609,מַעֲלָה
BDB6082,H4609,מַעֲלָה
BDB6083,H8585,תְּעָלָה
BDB6084,H8585,תְּעָלָה
BDB6085,H5920,עַל
BDB6085,H5921,עַל
BDB6086,H5766,עַלְוָה
BDB6086,H5932,עַלְוָה
BDB6087,H5933,עַלְוָה
BDB6088,H5935,עַלְוָן
BDB6089,H5937,עָלַז
BDB6090,H5938,עָלֵז
BDB6091,H5947,עַלִּיז
BDB6092,H5939,עֲלָטָה
BDB6093,H5953,עָלַל
BDB6094,H5955,עוֺלֵלוֺת
BDB6095,H5953,עָלַל
BDB6096,H5949,עֲלִילָה
BDB6097,H5950,עֲלִילִיָּה
BDB6098,H4611,מַעֲלָל
BDB6099,H4611,מעליל
BDB6100,H8586,תַּעֲלוּלִים
BDB6102,H5768,עוֺלֵל
BDB6103,H5953,עָלַל
BDB6104,H5953,עָלַל
BDB6105,H5923,עֹל
BDB6106,H5948,עֲלִיל
BDB6107,H5956,עָלַם
BDB6108,H8587,תַּעֲלֻמָּהֿ
BDB6109,H5960,עַלְמוֺן
BDB6110,H5963,עַלְמוֺן דִּבְלָתָ֑יְמָה
BDB6111,H4192,עֲלָמוֺת
BDB6111,H5921,עֲלָמוֺת
BDB6111,H5961,עֲלָמוֺת
BDB6112,H5964,עָלֶ֫מֶת
BDB6113,H3281,יַעְלָם
BDB6115,H5958,עֶ֫לֶם
BDB6116,H5959,עַלְמָה
BDB6116,H5961,עַלְמָה
BDB6116,H4192,עַלְמָה
BDB6117,H5934,עֲלוּמִים
BDB6119,H5769,עוֺלָם
BDB6119,H5865,עוֺלָם
BDB6120,H5965,עָלַס
BDB6121,H5966,עָלַע
BDB6122,H5968,עָלַף
BDB6122,H5969,עָלַף
BDB6123,H5969,עֻלְפֶּה
BDB6124,H5970,עָלַץ
BDB6125,H5951,עֲלִיצוּת
BDB6127,H5936,עֲלוּקָה
BDB6128,H5975,עָמַד
BDB6129,H5977,עֹ֫מֶד
BDB6130,H5979,עֶמְדָּה
BDB6131,H5982,עַמּוּד
BDB6132,H4612,מַעֲמָד
BDB6133,H4613,מָעֳמָ֑ד
BDB6135,H5997,עָמִית
BDB6136,H5998,עָמַל
BDB6137,H5999,עָמָל
BDB6138,H6000,עָמָל
BDB6139,H6001,עָמֵל
BDB6140,H5998,עָמֵל
BDB6140,H6001,עָמֵל
BDB6141,H6002,עֲמָלֵק
BDB6142,H6003,עֲמָלֵקִי
BDB6144,H5971,עַם
BDB6144,H5993,עַם
BDB6145,H5973,עִם
BDB6145,H5978,עִם
BDB6146,H6005,עִמָּנוּאֵל
BDB6146,H0410,עִמָּנוּאֵל
BDB6146,H5973,עִמָּנוּאֵל
BDB6147,H5971,עַם
BDB6148,H5980,עֻמָּה
BDB6149,H5981,עֻמָּה
BDB6150,H5983,עַמּוֺן
BDB6151,H5984,עַמּוֺנִי
BDB6151,H5985,עַמּוֺנִי
BDB6152,H5988,עַמִּיאֵל
BDB6153,H5989,עַמִּיהוּד
BDB6153,H5991,עַמִּיהוּד
BDB6154,H5990,עַמִּיזָבָד
BDB6155,H5991,עמיחור
BDB6156,H5992,עַמִּינָדָב
BDB6157,H5996,עַמִּישַׁדָּ֑י
BDB6158,H6004,עָמַם
BDB6159,H6006,עָמַס
BDB6160,H5986,עָמוֺס
BDB6161,H6007,עֲמַסְיָה
BDB6162,H4614,מַעֲמָסָה
BDB6163,H6008,עַמְעָד
BDB6164,H6009,עָמֹק
BDB6165,H6010,עֵ֫מֶק
BDB6166,H6011,עֹ֫מֶק
BDB6167,H6012,עָמֵק
BDB6168,H6013,עָמֹק
BDB6169,H5987,עָמוֺק
BDB6170,H4615,מַעֲמַקִּים
BDB6172,H6016,עֹ֫מֶר
BDB6173,H6016,עֹ֫מֶר
BDB6174,H5995,עָמִיר
BDB6175,H6014,עִמֵּר
BDB6176,H6014,עָמַר
BDB6177,H6017,עֲמֹרָה
BDB6179,H6018,עָמְרִי
BDB6180,H6019,עַמְרָם
BDB6181,H6020,עַמְרָמִי
BDB6182,H6021,עֲמָשָׂא
BDB6183,H6022,עֲמָשַׂי
BDB6184,H6023,עֲמַשְׁסַי
BDB6186,H6025,עֵנָב
BDB6187,H6024,עֲנָב
BDB6188,H6036,עָנוּב
BDB6189,H6026,עָנֹג
BDB6190,H6027,עֹ֫נֶג
BDB6191,H6028,עָנֹג
BDB6192,H8588,תַּעֲנוּג
BDB6193,H6029,עָנַד
BDB6194,H4575,מַעֲדַנּוֺת
BDB6195,H6030,עָנָה
BDB6196,H5772,עֹנָה
BDB6196,H5771,עֹנָה
BDB6197,H6256,עֵת
BDB6198,H6278,קָצִין
BDB6199,H6258,עַתָּ֫ה
BDB6199,H2088,עַתָּ֫ה
BDB6199,H2009,עַתָּ֫ה
BDB6199,H5704,עַתָּ֫ה
BDB6199,H3588,עַתָּ֫ה
BDB6200,H6262,עַתַּי
BDB6201,H6261,עִתִּי
BDB6202,H3282,יַעַן
BDB6202,H0834,יַעַן
BDB6202,H3588,יַעַן
BDB6203,H4617,מַעֲנֶה
BDB6204,H4616,מַ֫עַן
BDB6204,H0834,מַ֫עַן
BDB6204,H4617,מַ֫עַן
BDB6205,H6031,עָנָה
BDB6206,H6045,עִנְיָן
BDB6207,H4618,מַעֲנָה
BDB6208,H4618,מַעֲנִית
BDB6209,H6031,עָנָה
BDB6210,H6035,עָנָי
BDB6210,H6041,עָנָי
BDB6211,H6037,עֲנָוָה
BDB6211,H6038,עֲנָוָה
BDB6212,H6039,עֱנוּת
BDB6213,H6041,עָנִי
BDB6214,H6040,עֳנִי
BDB6215,H8589,תַּעֲנִית
BDB6216,H6030,עָנָה
BDB6217,H6034,עֲנָה
BDB6218,H6042,ענו
BDB6220,H5795,עֵז
BDB6221,H6042,עֻנִּי
BDB6222,H6043,עֲנָיָה
BDB6223,H6047,עֲנָמִים
BDB6224,H6048,עֲנַמֶּ֫לֶךְ
BDB6226,H6051,עָנָן
BDB6227,H6049,עָנַן
BDB6228,H6053,עֲנָנָה
BDB6229,H6049,עָנַן
BDB6230,H6052,עָנָן
BDB6231,H6054,עֲנָנִי
BDB6232,H6055,עֲנַנְיָה
BDB6234,H6057,עָנָף
BDB6235,H6058,עָנֵף
BDB6237,H6061,עֲנָק
BDB6237,H6062,עֲנָק
BDB6238,H6060,עֲנָק
BDB6239,H6059,עָנַק
BDB6240,H6063,עָנֵר
BDB6242,H6066,עֹ֫נֶשׁ
BDB6243,H6064,עָנַשׁ
BDB6244,H6067,עֲנָת
BDB6244,H1042,עֲנָת
BDB6244,H1043,עֲנָת
BDB6245,H6068,עֲנָתוֺת
BDB6246,H6069,עַנְּתֹתִי
BDB6247,H6070,עַנְתֹתִיָּה
BDB6248,H6072,עָסַס
BDB6249,H6071,עָסִיס
BDB6250,H6073,עפאים
BDB6251,H6075,עָפַל
BDB6252,H6076,עֹ֫פֶל
BDB6252,H6077,עֹ֫פֶל
BDB6253,H6076,עֹ֫פֶל
BDB6253,H2890,עֹ֫פֶל
BDB6254,H6075,עָפַל
BDB6255,H6078,עָפְנִי
BDB6257,H6083,עָפָר
BDB6258,H6080,עָפַר
BDB6260,H6082,עֹ֫פֶר
BDB6261,H6081,עֵ֫פֶר
BDB6262,H6084,עָפְרָה
BDB6263,H6085,עֶפְרוֺן
BDB6264,H6085,עֶפְרַ֫יִן
BDB6265,H5777,עֹפֶרֶת
BDB6266,H6087,עָצַב
BDB6267,H6089,עֶ֫צֶב
BDB6268,H6090,עֹ֫צֶב
BDB6269,H6092,עָצֵב
BDB6270,H6094,עַצֶּ֫בֶת
BDB6271,H6093,עִצָּבוֺן
BDB6272,H4620,מַעֲצֵבָה
BDB6273,H6087,עָצַב
BDB6274,H6089,עֶ֫צֶב
BDB6275,H6090,עֹ֫צֶב
BDB6276,H6091,עָצָב
BDB6278,H4621,מַעֲצָד
BDB6279,H6095,עָצָה
BDB6281,H6086,עֵץ
BDB6282,H6097,עֵצָה
BDB6284,H6096,עָצֶה
BDB6286,H6100,עֶצְיוֺן גֶּ֫בֶר
BDB6287,H6101,עָצֵל
BDB6288,H6102,עָצֵל
BDB6289,H6103,עֵצְלָה
BDB6290,H6104,עַצְלוּת
BDB6291,H6105,עָצֹם
BDB6292,H6108,עֹ֫צֶם
BDB6293,H6109,עָצְמָה
BDB6294,H6106,עֶ֫צֶם
BDB6295,H6107,עֶ֫צֶם
BDB6296,H6099,עָצוּם
BDB6296,H6110,עָצוּם
BDB6297,H8592,תַּעֲצֻמָה
BDB6298,H6111,עַצְמֹוֺן
BDB6299,H6105,עָצַם
BDB6299,H6095,עָצַם
BDB6300,H6099,עצם
BDB6301,H6110,עֲצֻמָה
BDB6301,H6099,עֲצֻמָה
BDB6302,H6113,עָצַר
BDB6303,H6114,עֶ֫צֶר
BDB6304,H6115,עֹ֫צֶר
BDB6305,H6116,עֲצָרָה
BDB6306,H4622,מַעְצוֺר
BDB6307,H4623,מַעְצָר
BDB6309,H6119,עָקֵב
BDB6310,H6117,עָקַב
BDB6311,H6120,עָקֵב
BDB6312,H6121,עָקֹב
BDB6313,H6121,עָקֹב
BDB6314,H6122,עָקְבָה
BDB6315,H6118,עֵ֫קֶב
BDB6316,H6126,עַקּוּב
BDB6317,H3290,יַּעֲקב
BDB6318,H3291,יַעֲקֹ֫בָה
BDB6319,H6123,עָקַד
BDB6320,H1044,עֵ֫קֶד
BDB6322,H6124,עָקֹד
BDB6324,H4624,מַעֲקֶה
BDB6325,H6127,עָקַל
BDB6326,H6128,עֲקַלְקָל
BDB6327,H6129,עֲקַלָּתוֺן
BDB6328,H6130,עֲקָן
BDB6328,H3292,עֲקָן
BDB6328,H0885,עֲקָן
BDB6328,H1142,עֲקָן
BDB6330,H6133,עֵ֫קֶר
BDB6331,H6131,עָקַר
BDB6331,H5193,עָקַר
BDB6332,H6131,עִקֵּר
BDB6333,H6135,עָקָר
BDB6334,H6134,עֵ֫קֶר
BDB6335,H6137,עַקְרָב
BDB6335,H4610,עַקְרָב
BDB6336,H6138,עֶקְרוֺן
BDB6337,H6139,עֶקְרוֺנּי
BDB6338,H6140,עָקַשׁ
BDB6339,H6141,עִקֵּשׁ
BDB6340,H6142,עִקֵּשׁ
BDB6341,H6143,עִקְּשׁוּת
BDB6342,H4625,מַעֲקָשׁ
BDB6343,H6144,עָר
BDB6344,H6145,עָר
BDB6346,H6154,עֵ֫רֶב
BDB6347,H6154,עֵ֫רֶב
BDB6348,H6157,עָרֹב
BDB6349,H6148,עָרַב
BDB6350,H6161,עֲרֻבָּה
BDB6351,H6162,עֵרָבוֺן
BDB6352,H4627,מַעֲרָב
BDB6353,H8594,תַּעַרֻבָה
BDB6354,H6149,עָרַב
BDB6355,H6156,עָרֵב
BDB6357,H6152,עֲרַב
BDB6358,H6163,עֲרָבִי
BDB6359,H6152,עֲרָב
BDB6360,H6163,עַרְבִי
BDB6361,H6160,עֲרָבָה
BDB6363,H6153,עֶ֫רֶב
BDB6364,H6150,עָרַב
BDB6365,H4628,מַעֲרָב
BDB6365,H4629,מַעֲרָב
BDB6367,H6158,עֹרֵב
BDB6367,H6159,עֹרֵב
BDB6368,H6155,עֲרָבָה
BDB6369,H6166,עָרַג
BDB6370,H6170,עֲרוּגָה
BDB6371,H6166,עֲרָד
BDB6372,H6166,עֲרָד
BDB6373,H6168,עָרָה
BDB6374,H6169,עָרָהע
BDB6375,H6172,עֶרְוָה
BDB6376,H6181,עֶרְיָה
BDB6377,H4626,מַעֲרֶה
BDB6377,H4629,מַעֲרֶה
BDB6378,H4638,מַעֲרָת
BDB6379,H8593,תַּ֫עַר
BDB6380,H6171,עָרוֺד
BDB6381,H6186,עָרַךְ
BDB6382,H6187,עֵ֫רֶךְ
BDB6383,H6186,עָרַךְ
BDB6384,H4633,מַעֲרָךְ
BDB6385,H4634,מַעֲרָכָה
BDB6385,H4630,מַעֲרָכָה
BDB6386,H4635,מַּעֲרֶ֫נֶת
BDB6388,H6190,עָרְלָה
BDB6389,H6188,עָרַל
BDB6390,H6189,עָרֵל
BDB6391,H6192,עָרַם
BDB6392,H6194,עֲרֵמָה
BDB6394,H6196,עַרְמוֺן
BDB6395,H6191,עָרֹם
BDB6396,H6193,עֹ֫רֶם
BDB6397,H6195,עָרְמָה
BDB6398,H6175,עָרוּם
BDB6400,H6182,עֲרִיסָה
BDB6402,H6203,עֹ֫רֶף
BDB6403,H6202,עָרַף
BDB6404,H6204,עָרְפָּה
BDB6405,H6201,עָרַף
BDB6406,H6183,עָרִיף
BDB6407,H6205,עֲרָפֶל
BDB6408,H6206,עָרַץ
BDB6409,H6178,עָרוּץ
BDB6410,H6184,עָרִיץ
BDB6411,H4637,מַעֲרָצָה
BDB6412,H6207,עָרַק
BDB6413,H6208,עַרְקִי
BDB6415,H4631,מְעָרָה
BDB6415,H4632,מְעָרָה
BDB6416,H6209,עָרַר
BDB6417,H6185,עֲרִירִי
BDB6418,H6199,עַרְעָר
BDB6418,H6176,עַרְעָר
BDB6419,H6176,עֲרוֺעֵר
BDB6420,H6177,עֲרֹעֵר
BDB6420,H5735,עֲרֹעֵר
BDB6421,H6200,עֲרֹעֵרִי
BDB6423,H6210,עֶ֫רֶשׂ
BDB6425,H3298,יַעֲרֶשְׁיָה
BDB6427,H6212,עֵ֫שֶׂב
BDB6428,H6213,עָשָׂה
BDB6429,H6214,עֲשָׂהאֵל
BDB6430,H6221,עֲשִׂיאֵל
BDB6431,H6222,עֲשָׂיָה
BDB6432,H3299,(ו)יעשׂו
BDB6433,H3300,יַעֲשִׂיאֵל
BDB6434,H4639,מַעֲשֶׂה
BDB6435,H4640,מַעֲשֵׂיָהוּ
BDB6435,H4641,מַעֲשֵׂיָהוּ
BDB6436,H6213,עָשָׂה
BDB6437,H6215,עֵשָׂו
BDB6438,H6229,עָשַׂק
BDB6439,H6230,עֵ֫שֶׂק
BDB6439,H6242,עֵ֫שֶׂק
BDB6441,H6235,עֶשֶׂר
BDB6441,H6242,עֶשֶׂר
BDB6442,H6240,עָשָׂר
BDB6443,H6237,עָשַׂר
BDB6444,H6218,עָשׂוֺר
BDB6445,H6242,עֶשְׂרִים
BDB6445,H6235,עֶשְׂרִים
BDB6446,H6224,עֲשִׂירִי
BDB6447,H6241,עִשָּׂרוֺן
BDB6448,H4643,מַעֲשֵׂר
BDB6449,H6220,עַשְׁוָ֑ת
BDB6451,H6227,עָשָׁן
BDB6452,H6225,עָשַׁן
BDB6453,H6226,עָשֵׁן
BDB6454,H6228,עָשָׁן
BDB6455,H6231,עָשַׁק
BDB6456,H6233,ע֫שֶׁק
BDB6457,H6232,עֵ֫שֶׁק
BDB6458,H6234,עָשְׁקָה
BDB6459,H6216,עָשׁוֺק
BDB6459,H6233,עָשׁוֺק
BDB6460,H6217,עֲשׁוּקִים
BDB6461,H4642,מַעֲשַׁקָּה
BDB6462,H6238,עָשַׁר
BDB6462,H6239,עָשַׁר
BDB6463,H6239,ע֫שֶׁר
BDB6464,H6223,עָשִׁיר
BDB6465,H6244,עָשֵׁשׁ
BDB6466,H6211,עָשׁ
BDB6467,H6245,עָשַׁת
BDB6468,H6247,עֶ֫שֶׁת
BDB6469,H6219,עָשׁוֺת
BDB6470,H6245,עָשַׁת
BDB6471,H6248,עַשְׁתּוּת
BDB6472,H6250,עֶשְׁתֹּנָה
BDB6473,H6249,עַשְׁתֵּי
BDB6474,H6253,עַשְׁתֹּ֫רֶת
BDB6474,H1045,עַשְׁתֹּ֫רֶת
BDB6475,H1045,עַשְׁתָּרוֺת
BDB6476,H6251,עַשְׁתָּרוֺת
BDB6477,H6252,עַשְׁתָּרוֺת
BDB6477,H6255,עַשְׁתָּרוֺת
BDB6478,H6254,עַשְׁתְּרָתִי
BDB6479,H6257,עָתֹד
BDB6480,H6259,עָתִיד
BDB6480,H6264,עָתִיד
BDB6481,H6260,עַתּוּד
BDB6482,H6265,עֲתָיָה
BDB6482,H5793,עֲתָיָה
BDB6483,H6269,עֲתָ֑ךְ
BDB6483,H6281,עֲתָ֑ךְ
BDB6485,H6270,עֲתַלְיָ֫ה(וּׅ
BDB6485,H6271,עֲתַלְיָ֫ה(וּׅ
BDB6486,H6272,עָתַם
BDB6487,H6273,עָתְנִי
BDB6488,H6274,עָתְנִיאֵל
BDB6489,H6275,עָתֵק
BDB6490,H6277,עָתָק
BDB6491,H6276,עָתֵק
BDB6492,H6266,עָתִיק
BDB6493,H6267,עַתִּיק
BDB6494,H6279,עָתַר
BDB6495,H6282,עָתַר
BDB6496,H6280,עָתַר
BDB6497,H6283,עֲתֶ֫רֶת
BDB6498,H6281,עֶ֫תֶר
BDB6498,H6269,עֶ֫תֶר
BDB6500,H6282,עָתָר
BDB6502,H6284,פּאה
BDB6503,H6285,פֵּאָה
BDB6504,H6286,פָּאַר
BDB6505,H6287,פְּאֵר
BDB6506,H8597,תִּפְאָרָה
BDB6508,H6288,פּאֹרָה
BDB6509,H6288,פארה
BDB6509,H6333,פארה
BDB6510,H6286,פֵּאֵר
BDB6511,H6289,פָּארוּר
BDB6512,H6290,פָּארָן
BDB6514,H6291,פַּגָּה
BDB6516,H6292,פִּגּוּל
BDB6517,H6293,פָּגַע
BDB6518,H6294,פֶּ֫גַע
BDB6519,H4645,מִפְגָּע
BDB6520,H6295,פַּגְעִיאֵל
BDB6521,H6296,פָּגַר
BDB6522,H6297,פֶּ֫גֶר
BDB6523,H6298,פָּגַשׁ
BDB6524,H6299,פָּדָה
BDB6524,H6302,פָּדָה
BDB6525,H6302,פְּדוּיִם
BDB6525,H6306,פְּדוּיִם
BDB6526,H6303,פָּדוֺן
BDB6527,H6304,פְּדוּת
BDB6528,H6306,פִּדְיוֺם
BDB6528,H6299,פִּדְיוֺם
BDB6528,H6302,פִּדְיוֺם
BDB6529,H6306,פִּדְיוֺן
BDB6530,H6300,פְּדַהְאֵל
BDB6531,H6301,פְּדָהצוּר
BDB6532,H6305,פְּדָיָהוּ
BDB6533,H6307,פַּדָּן
BDB6534,H6308,פָּדַע
BDB6535,H6309,פֶּ֫דֶר
BDB6536,H6310,פֶּה
BDB6536,H6366,פֶּה
BDB6536,H6374,פֶּה
BDB6537,H6311,פֹּה
BDB6538,H6312,פּוּאָה
BDB6539,H6324,פּוּנִי
BDB6540,H6313,פּוּג
BDB6541,H6314,פּוּגַת
BDB6542,H2014,הֲפוּגָה
BDB6543,H6315,פּוּחַ
BDB6544,H6368,פִּיחַ
BDB6545,H6316,פּוּט
BDB6546,H6317,פּוּטִיאֵל
BDB6547,H6318,פּוֺטִיפַר
BDB6548,H6319,פּוֺטִי פֶ֫רַע
BDB6549,H6320,פּוּךְ
BDB6549,H7163,פּוּךְ
BDB6549,H3583,פּוּךְ
BDB6550,H6321,פּוֺל
BDB6551,H6322,פּוּל
BDB6552,H6323,פּוּן
BDB6552,H6437,פּוּן
BDB6553,H6325,פּוּנֹן
BDB6554,H6326,פּוּעָה
BDB6555,H6327,פּוּץ
BDB6556,H4650,מֵפִיץ
BDB6557,H8600,תְּפוֺצָה
BDB6558,H6327,פּוּץ
BDB6559,H6328,פּוּק
BDB6560,H6330,פּוּקָה
BDB6561,H6375,פִּיק
BDB6562,H6329,פּוּק
BDB6563,H6332,פּוּר
BDB6565,H6333,פּוּרָה
BDB6566,H6517,פָּרוּר
BDB6567,H6334,פּוֺרָתָא
BDB6568,H6335,פּוּשׁ
BDB6569,H6335,פּוּשׁ
BDB6570,H6336,פּוּתִי
BDB6571,H6338,פָּזַז
BDB6572,H6337,פַּז
BDB6573,H6339,פָּזַז
BDB6574,H6340,פָּזַר
BDB6575,H6342,פָּחַד
BDB6576,H6343,פַּ֫חַד
BDB6577,H6345,פַּחְדָּה
BDB6578,H6344,פַּ֫הַד
BDB6579,H6346,פֶּחָה
BDB6580,H6348,פָּחַז
BDB6581,H6349,פַּ֫חַז
BDB6582,H6350,פַּחֲזוּת
BDB6584,H6341,פַּח
BDB6584,H6352,פַּח
BDB6585,H6351,פָּחַח
BDB6586,H6341,פַּח
BDB6588,H6352,פֶּחָם
BDB6590,H6354,פַּ֫חַת
BDB6591,H6356,פְּחֶ֫תֶת
BDB6592,H6355,פַּ֫חַת מוֺאָב
BDB6593,H6357,פִּטְדָה
BDB6594,H6360,פַּטִּישׁ
BDB6595,H6362,פָּטַר
BDB6595,H6358,פָּטַר
BDB6595,H6359,פָּטַר
BDB6596,H6363,פֶּ֫טֶר
BDB6597,H6363,פִּטְרָה
BDB6598,H6362,פטיר
BDB6599,H6364,פִּיבֶֿ֫סֶת
